CategoryCode,CategoryCodeDesc,CategoryShortDesc,CategoryLongDesc,CategoryType,TopCategory,
NMC5500,MC5500,,,A,N,
NMC5700,MC5700,,,A,N,
NMC6000,MC6000,,,A,N,
NMC6300P,MC6300P,,,A,N,
NMC6500P,MC6500P,,,A,N,
NMC6600P,MC6600P,,,A,N,
NMC7000,MC7000,,,A,N,
NMC7500,MC7500,,,A,N,
NMC8000,MC8000,,,A,N,
NMC8200,MC8200,,,A,N,
NMC8900,MC8900,,,A,N,
NMC9000,MC9000,,,A,N,
NMC9400,MC9400,,,A,N,
NMC9500,MC9500,,,A,N,
NMC9700,MC9700,,,A,N,
NME4014,ME4014 ..........(My Excel),,,A,N,
NMEMORY7,Memory 7 (See Model #5001),,,A,N,
NMS3015,MS3015,,,A,N,
NMYSTYLE,My Style 100,,,A,N,
NNV3000,NV3000,,,A,N,
NNV4000,NV4000,,,A,N,
NNX24,NX24,,,A,N,
NOTION,* NOTIONS, * REQUEST THE NOTIONS BOOK IF YOU DON'T HAVE IT!!,<center><a href="Images/PD Brand Notions.jpg"><img src="PD Brand Notions.jpg" border=0 /></a></center>,B,Y,
NP,"NeedlePlate,Slide Plate-Sewing",,,B,N,
NP-0,Needle Plate - Straight Stitch,,,A,N,
NP-0S,Singer Needle Plate-S.S.,,,A,N,
NP-1,Needle Plates,,,A,N,
NP-2,Slide Plates & Cover Plates,,,A,N,
NP-2BR,Brother,,,A,N,
NP-2E,Elna,,,A,N,
NP-2K,Kenmore,,,A,N,
NP-2NH,New Home,,,A,N,
NP-2S,Singer,,,A,N,
NP-2T,"BabyLock, Simplicity",,,A,N,
NP-2V,Husqvarna (Viking),,,A,N,
NP-2W,White,,,A,N,
NP-3,Darning Plates,,,A,N,
NP-4,"* Accessories, Parts & Springs",,,A,N,
NP-4P,Parts For Needle Plate,,,A,N,
NP-A,* Abrasive Cords & Tapes,,"* ABRASIVE CORDS & TAPES : For smoothing needle hole of the needle plate.* ABRASIVE CLOTH ROLL : Light metalite colth handy rolls-50 Yard and 1"wide for cleaning Hook, Bobbin Case and mechanical parts.",A,N,
NP-B,Bernina - Zigzag, ,,B,N,
NP-BR,Brother - Zigzag,,,B,N,
NP-E,Elna - Zigzag,,,B,N,
NP-K,Kenmore - Zigzag,,,B,N,
NP-N,New Home - Zigzag,,,B,N,
NP-NC,Necchi - Zigzag,,,B,N,
NP-O,Needle Plates For Serger,"* Other Brands: Jaguar, Nelco, National, Mammylock, JC Penny.",,A,N,
NP-OB,"Bernette, Bernina Sergers","* Bernette: 004, 006D, 007D, 008D, 009D, 134, 134D, 203, 204, 234, 334, 334DS, 335, 335DS, 700D, 800D, 1100DA, 1200DA, 1300DC, * Bernina: 2000D, 2000DE, 2000DCE, 2500DCE",,A,N,
NP-OBR,Brother Serger,,,A,N,
NP-OE,Elna Serger,,,A,N,
NP-OJ,Jukilock Serger,,,A,N,
NP-OK,Kenmore 385 Series,,,A,N,
NP-ON,New Home Serger,,,A,N,
NP-OP,Pfaff Serger,,,A,N,
NP-OR,Riccar,,,A,N,
NP-OS,Singer Serger,,,A,N,
NP-OT,"Babylock, Simplicity Serger",,,A,N,
NP-OV,Husqvarna (Viking) Serger,,,A,N,
NP-OW,White Serger,,,A,N,
NP-P,Spring For Slide Plate,,,B,N,
NP-PF,Pfaff - Zigzag,,,B,N,
NP-R,Riccar - Zigzag,,,B,N,
NP-S,Singer - Zigzag,,,B,N,
NP-SCREW,* Screw For Needle Plate,,,A,N,
NP-T,"BabyLock, Simplicity - Zigzag",,,B,N,
NP-V,Husqvarna (Viking) - Zigzag,,,B,N,
NP-W,White - Zigzag,,,B,N,
NRE3000,RE3000,,,A,N,
NRX18,RX18,,,A,N,
NRX18S,RX18S,,,A,N,
NRX22,RX22,,,A,N,
NS-3015,S-3015 (Schoolmate),,,A,N,
NS650,S650,,,A,N,
NS750,S750,,,A,N,
NSR2000,SR2000,,,A,N,
NSR2100,SR2100,,,A,N,
NT,"Dritz,Clover,Collins,Grabbit..",*** OTHER MISCELLANEOUS.....,,B,N,
NT-A,Gutermann Thread,,<div style="font-family: serif; margin-left:10%; padding: .9em"><a href="javascript:onClick=prevPage1()"><img src="left.jpg" border=0 /></a>Page <input type="text" value="1" size="2" id="txt" />  of 9<a href="javascript:onClick=nextPage1()"><img src="right.jpg" border=0 /></a></div><img src="gutermann thread color chart page 01.jpg" id="pic" />,B,N,
NT-A1,ART100M (Sew-All),"* Sew-All Thread, 100 meters/110 yards... Sale per Box of 6 Spools .....","Color Chart 1, 2, 3",A,N,
NT-A1000,"ART1000M (Sew-All,Spool Typle)","Sew-All:  ( Jumbo Size: Black and White, )* 1000 meters/1094 yards.......  Sale Per Box of 5 Spools   ......",,A,N,
NT-A1001,ART1001M (Cone Typle),"Work For Sergers (Jumbo Size)* Serger Thread, 1001 meters/1094 yards***  SALE PER CONE  ***",,A,N,
NT-A12,"Color Chart 4, 5, 6",,,A,N,
NT-A13,"Color Chart 7, 8, 9",,,A,N,
NT-A14,"Color Chart 10, 11, 12",,,A,N,
NT-A15,"Color Chart 13, 14, 15",,,A,N,
NT-A16,Color Chart 16,,,A,N,
NT-A2,ART201M (Quilting),"* Quilting Thread, 200 meters/220 yards........   Sale  Per Box of 5 Spools  .......",,A,N,
NT-A250,ART250M (Sew-All),"* Sew-All Thread, 250 meters/275 yards........   Sale Per Box of 5 Spools   .......",,A,N,
NT-A3,ART30M (Top Stitch),* Heavy Duty & Top Stitch : 30 meters/33 yard........  Sale Per Box Of 6 Spools    .......,,A,N,
NT-A300,ART300M (Upholstery),"* Upholstery Thread, 300 meters/325 yards***  SALE PER SPOOL  ***",,A,N,
NT-A331,ART331M (Metallic),"* Metallic Thread: 12 colors, 55 yards,...........    Sale Per Box Of 5 Spools    ............",,A,N,
NT-A501,ART501M (Sew-All),"* Sew-All Thread, 500 meters/547 yards.........    Sale  Per Box Of 5 Spools  ...........",,A,N,
NT-C,Collins Notions,,,B,N,
NT-D,Dritz Notions, ,*** Request Notions catalog  ***,B,N,
NT-GRABBIT,Grabbit Products,,,A,N,
NT-S,Singer  Notions, ,,B,N,
NT-SBOBN,Singer Pack of Bobbins,,,A,N,
NT-SND,Singer Pack of Needles,,,A,N,
NT-SPIN,Singer Pack of Pins,,,A,N,
NTAL,Alphasew Thread,---   10% DISCOUNT  ---,"" BEST VALUE"ALP- Color:* Improved finish for smoother action.* 100% spun polyester thread.* Use on all fabrics.......    Sale Per Cone  .........* 3,000 yards per cone.* Excellent quality.* Color: Beige, Black, Blue, Eggshell, Gold, Lt Grey, Lt Pink, Navy, Red White.",B,N,
NTB12,TB12,,,A,N,
NTB30,TB30,,,A,N,
NTCC,Coats & Clark Thread,"......   Sale Per Box Of 6, & Per Box of 4  ..........","" DUAL DUTY PLUS" Thread:Cotton-covered polyester. Used for Hand or Machine Sewing on all types of fabrics from natural to synthetics.* 200- Color #: All purpose 135 yd/spool, 6 per box.* 210- Color #: All purpose 300 yd/spool, 6 per box.",B,N,
NTCN,Clover Products,* Parts # CN-xxx,,B,N,
NTCN-ND,Clover Needles,,,A,N,
NTDC,Demo Cloth,,,B,N,
NTFS,Fabric Stabilizer,,,B,N,
NTG-ACCS,Sewing Accessories,,,A,N,
NTG-AID,Sewing Aids,,,A,N,
NTG-DC,* Dust Covers & Clean kit,,,A,N,
NTG-IRON,Ironing Attachments,,,A,N,
NTG-SEG,* Serger (Sewing) MachineAccs.,,,A,N,
NTG-TOOL,Hand Tools,,,A,N,
NTGOR,Sewing Organizers,,,A,N,
NTHP,- Hoop-It-All Products, ,,B,N,
NTMI,A&E Maxi-Lock & Demo Thread,,,B,N,
NTMI-DEMO,Excell Demo Threads,"* 100% spun polyester, 150 yards per spool",,A,N,
NTMI-SRG,Maxi-Lock Serger Threads,    10% DISCOUNT......   Sale Per Cone   .......,"* 100% Polyester, suited for lightweight fabrics. colorfast for safe laundering.* 3000 yard cone made in U. S. A.* Nylon Monofilament - available in 3000 yard spool cones. * 50 in a case and comes in the following colors:",A,N,
NTMT,Swiss Metrosene,"**Thread: 500M, 1000M, 150M",,B,N,
NTNY,Fil-Tec Prewound Bobbins,"* Fit: #12959, 12961, 13014 Models:Babylock- BL500A Jane, BLQP, BMP6, BMP8, BMP9, BNAL, BND9, BND9-2, BNT10, BNT10L, Ellure ESL, EMP6, ESN, ENT10,  ESI, ESI2, ESE, ESE2","* Fit: #13015, 13174, 13175, 13342, 13352, 13353 Models:ALPHASEW: 653FA, PW200, PW200-ZZ, HA1, PW400, PW400-ZZBABYLOCK: B15, B17, B21, BL1000, BL1050, BL1400, BL1500, BL1506, BL1550, BL1556, BL1750, BL200, BL2000, BL2160, BL2200, BL2300, BL2400, BL2500, BL2600, BL2800, BL3500, BL500, BL5500, BL6500, BL66, BL702, BL713, BL722, BL8800, BLG Ellegante, BLG2.BROTHER: 1681, 268, 320, 360, 451, 461, 641 (VX-641), 661, 666, 681, 7029, 741, 751, 761, 1781, LS1217, LS1520, LS2125, LS2720, LS2725, LS2820, LS2825, LS2920, NV1000, NV1500D, NV2500D, NV2800D, NV4000D, PE700, PE750D, PE770, SE1800, SEW70D, SE350, SE400, VX1010, VX1020, VX1100, VX1120, VX1125, VX1140, VX520, VX540, VX560, VX620, VX640, VX660, VX707, VX710, VX757, VX760, VX780, VX800, VX808, VX809, VX810, VX880, VX890, VX920, VX940, VX950, VX970, VX980, XL1351, XL1561, XL2010, XL2015, XL2021, XL2025, XL2030, XL711, XL781, XL791, XL851, XR23, XR29.BERNETTE - 1000, 1001, 1004, 1005, 1006, 1008, 1010, 1011, 1015, 1020, 1030, 1031, 1080, 108, 1090, 1090S, 1120, 1130, 120, 1230, 125, 1260, 130, 131, 135, 140, 145, 150, 153, 1530, 155, 160, 163, 165, 170, 210 Activa, 220, 230, 240, 330, 350, 430, 440, 440QE, 530, 532, 534, 550, 600, 610, 630.715, 730, 740E, Deco 330, Deco 340",B,N,
NTSK,Sulky Thread,232 # Invisible Thread 440 Yards & 2200 Yards,    *****    Sale By Each Cone   ******,B,N,
NTSK-713,713 Cotton Thread 330 YDS 12WT,,,A,N,
NTSK-733,733 Cotton Blendables 500 Yard,- 500 Yards 30WT,,A,N,
NTSK-932,932 Rayon 180 YDS 30WT,,,A,N,
NTSK-942,942 Rayon 250 YDS 40WT,,,A,N,
NTUT,Ultra-Lock Thread,,,B,N,
NXL11,XL11,,,A,N,
OL,"Oil, Oiler, Lubricator,Cleaner",,,B,N,
ORG15X1,15x1-Size (Sharp Point),"* 10 Pcs/Pack, 500 Pcs/Box",,A,N,
ORG15X1B,15x1B-Size  (Ball Point),"* 10 Pcs/Pack, 500 Pcs/Box.",,A,N,
ORG15X1BPD,15x1B-SizePD (Titanium Ball),"* 10 Pcs/Pack, 500 Pcs/Box.",,A,N,
ORG15X1PD,15x1-SizePD (Titanium),"* 10 Pcs/Pack, 500 Pcs/Box.",,A,N,
ORG15X1SP,"15x1SP-Size (Microtex, Sharp)","* 10 Pcs/Pack, 500 Pcs/Box.",,A,N,
ORG15X2,15x2-Size (Leather),* 10 Pcs/Pack,,A,N,
ORGAN,Organ Needle,* Please order by the quantity of needle. (By Pack)* The unit price is counted by: EACH Needle.,,B,N,
ORGCD,** ORGAN CARDED NEEDLES,,,A,N,
ORGHLX5,HLX5-Size (Quilting),"* 10 Pcs/Pack, 500 Pcs/Box.",,A,N,
ORGHLX5PD,HLX5-SizePD (QuiltingTitanuim),* 10 Pcs/Pack,,A,N,
PARTS,* SEWING & SERGER PARTS,,<div class="alert alert-danger"><img src="https://i.imgur.com/OnIjPmA.png" /> Helpful Hint:  Select  the product line from the left menu instead of using the "SEARCH" option.</div></h4></font></b></a></center><img src="Attention.jpg" id="f_img" name="f_img" />,B,Y,
PCB,* PC Boards,*** All Original PC Board are not returnable...,* PC Boards For Machines:,A,N,
PCB-FC,For Foot Controls,,,A,N,
PCB-LED,For LED Light,,,A,N,
PCB-SP,For Steam Presses,,,A,N,
PF100,100,,,A,N,
PF1000,1000,,,A,N,
PF1006,1006,,,A,N,
PF1007,1007,,,A,N,
PF1010,1010,,,A,N,
PF1020,1020,,,A,N,
PF1022,1022,,,A,N,
PF1025,1025,,,A,N,
PF1027,1027,,,A,N,
PF1030,1030,,,A,N,
PF1032,1032,,,A,N,
PF1035,1035,,,A,N,
PF1037,1037,,,A,N,
PF1040,1040,,,A,N,
PF1042,1042,,,A,N,
PF1047,1047,,,A,N,
PF1050,1050,,,A,N,
PF1051,1051,,,A,N,
PF1067,1067,,,A,N,
PF1069,1069,,,A,N,
PF1071,1071,,,A,N,
PF1100,1100,,,A,N,
PF1122,1122,,,A,N,
PF1132,1132,,,A,N,
PF1142,1142,,,A,N,
PF1147,1147,,,A,N,
PF1150,1150,,,A,N,
PF1151,1151,,,A,N,
PF1171,1171,,,A,N,
PF1196,1196,,,A,N,
PF1197,1197,,,A,N,
PF1199,1199,,,A,N,
PF120,120,,,A,N,
PF1200,1200,,,A,N,
PF1209,1209,,,A,N,
PF1211,1211,,,A,N,
PF1212,1212,,,A,N,
PF1213,1213,,,A,N,
PF1214,1214,,,A,N,
PF1215,1215,,,A,N,
PF1216,1216,,,A,N,
PF1217,1217,,,A,N,
PF1221,1221,,,A,N,
PF1222,1222,,,A,N,
PF1222E,1222E,,,A,N,
PF1229,1229,,,A,N,
PF1242,1242,,,A,N,
PF1244,1244,,,A,N,
PF1295,1295,,,A,N,
PF1296,1296,,,A,N,
PF1297,1297,,,A,N,
PF130,130,,,A,N,
PF134,141/134-431,,,A,N,
PF1371,1371,,,A,N,
PF138,138,,,A,N,
PF139,139,,,A,N,
PF1400,1400,,,A,N,
PF142,142,,,A,N,
PF1442,1442,,,A,N,
PF1445,1445,,,A,N,
PF1446,1446,,,A,N,
PF145,"145, 146",,,A,N,
PF1455,1455,,,A,N,
PF1461,1461,,,A,N,
PF1467,1467,,,A,N,
PF1469,1469,,,A,N,
PF1471,1471,,,A,N,
PF1472,1472,,,A,N,
PF1473,1473,,,A,N,
PF1475,1475,,,A,N,
PF1500,1500,,,A,N,
PF1520,1520,,,A,N,
PF1526,1526,,,A,N,
PF200,200,,,A,N,
PF2010,2010,,,A,N,
PF2012,2012,,,A,N,
PF2014,2014,,,A,N,
PF2020,2020,,,A,N,
PF2022,2022,,,A,N,
PF2024,2024,,,A,N,
PF2025,2025,,,A,N,
PF2026,2026,,,A,N,
PF2027,2027,,,A,N,
PF2028,2028,,,A,N,
PF2029,2029,,,A,N,
PF2030,2030,,,A,N,
PF2034,2034,,,A,N,
PF2036,2036,,,A,N,
PF2038,2038,,,A,N,
PF204,204,,,A,N,
PF2040,2040,,,A,N,
PF2042,2042,,,A,N,
PF2044,2044,,,A,N,
PF2046,2046,,,A,N,
PF2048,2048,,,A,N,
PF205,205,,,A,N,
PF2054,2054,,,A,N,
PF2056,2056,,,A,N,
PF2058,2058,,,A,N,
PF206,206,,,A,N,
PF207,207,,,A,N,
PF208,208,,,A,N,
PF209,209,,,A,N,
PF210,210,,,A,N,
PF211,211,,,A,N,
PF2124,2124,,,A,N,
PF213,213,,,A,N,
PF2134,2134,,,A,N,
PF2136,2136,,,A,N,
PF2140,2140,,,A,N,
PF2142,2142,,,A,N,
PF2144,2144,,,A,N,
PF2146,2146,,,A,N,
PF2170,2170,,,A,N,
PF220,220,,,A,N,
PF229,229,,,A,N,
PF230,230,,,A,N,
PF232,232,,,A,N,
PF234,234,,,A,N,
PF238,238,,,A,N,
PF239,239,,,A,N,
PF245,245,,,A,N,
PF259,259,,,A,N,
PF260,260,,,A,N,
PF262,262,,,A,N,
PF268,268,,,A,N,
PF269,269,,,A,N,
PF280,280,,,A,N,
PF290,290,,,A,N,
PF297,297,,,A,N,
PF30,30,,,A,N,
PF301,301,,,A,N,
PF303,303,,,A,N,
PF307,307,,,A,N,
PF308,308,,,A,N,
PF309,309,,,A,N,
PF3114,3114,,,A,N,
PF330,330,,,A,N,
PF332,332,,,A,N,
PF333,333,,,A,N,
PF335,335,,,A,N,
PF339,339,,,A,N,
PF345H,345H,,,A,N,
PF346H,346H,,,A,N,
PF350,350,,,A,N,
PF356,356,,,A,N,
PF36,36,,,A,N,
PF360,360,,,A,N,
PF362,362,,,A,N,
PF37,37,,,A,N,
PF38,38,,,A,N,
PF382,382,,,A,N,
PF4228,4228,,,A,N,
PF4240,4240,,,A,N,
PF4250,4250,,,A,N,
PF4260,4260,,,A,N,
PF434,"434, 436",,,A,N,
PF438,438,,,A,N,
PF442,442,,,A,N,
PF444,444,,,A,N,
PF461,"461, 462, 463, 467, 469, 470",,,A,N,
PF471,471,,,A,N,
PF472,472,,,A,N,
PF473,473,,,A,N,
PF474,474,,,A,N,
PF475,475,,,A,N,
PF4752,4752  Hobbylock,,,A,N,
PF4760,4760,,,A,N,
PF4762,4762  Hobbylock,,,A,N,
PF4764,4764  Hobbylock,,,A,N,
PF4772,4772  Hobbylock,,,A,N,
PF480,480 CLASS,,,A,N,
PF483,483,,,A,N,
PF4842,4842  Hobbylock,,,A,N,
PF4850,4850,,,A,N,
PF4852,4852,,,A,N,
PF4860,4860  Hobbylock,,,A,N,
PF4862,4862  Hobbylock,,,A,N,
PF4870,4870  Hobbylock,,,A,N,
PF4872,4872  Hobbylock,,,A,N,
PF4874,4874  Hobbylock,,,A,N,
PF521,521,,,A,N,
PF541,541,,,A,N,
PF545,545,,,A,N,
PF60,60,,,A,N,
PF6000,6000,,,A,N,
PF603,603  Hobbylock,,,A,N,
PF603A,603A,,,A,N,
PF604,604  Hobbylock,,,A,N,
PF6085,6085,,,A,N,
PF6086,6086,,,A,N,
PF6087,6087,,,A,N,
PF6091,6091,,,A,N,
PF6110,6110,,,A,N,
PF6112,6112,,,A,N,
PF6120,6120,,,A,N,
PF6122,6122,,,A,N,
PF6132,6132,,,A,N,
PF6150,6150,,,A,N,
PF6152,6152,,,A,N,
PF6230,6230,,,A,N,
PF6232,6232,,,A,N,
PF6250,6250,,,A,N,
PF6270,6270,,,A,N,
PF646,646,,,A,N,
PF70,70,,,A,N,
PF7000,7000,,,A,N,
PF721,721,,,A,N,
PF741,741,,,A,N,
PF7500,7500,,,A,N,
PF7510,7510,,,A,N,
PF7530,7530,,,A,N,
PF7550,7550,,,A,N,
PF756,756  Hobbylock,,,A,N,
PF7560,7560,,,A,N,
PF7562,7562,,,A,N,
PF7570,7570,,,A,N,
PF759,759,,,A,N,
PF770,770,,,A,N,
PF774,774  Hobbylock,,,A,N,
PF776,776,,,A,N,
PF780,780,,,A,N,
PF783,783  Hobbylock,,,A,N,
PF784,784  Hobbylock,,,A,N,
PF785,785  Hobbylock,,,A,N,
PF786,786  Hobbylock,,,A,N,
PF787,787  Hobbylock,,,A,N,
PF788,788  Hobbylock,,,A,N,
PF790,790,,,A,N,
PF793,793  Hobbylock,,,A,N,
PF794,794  Hobbylock,,,A,N,
PF795,795  Hobbylock,,,A,N,
PF796,796  Hobbylock,,,A,N,
PF797,797  Hobbylock,,,A,N,
PF799,799  Hobbylock,,,A,N,
PF80,80,,,A,N,
PF800,800,,,A,N,
PF875,875,,,A,N,
PF876,876,,,A,N,
PF90,90,,,A,N,
PF900,900,,,A,N,
PF905,905,,,A,N,
PF933,933,,,A,N,
PF947,947,,,A,N,
PF955,955,,,A,N,
PF970,970,,,A,N,
PF979,979,,,A,N,
PFAFF,Pfaff Sewing Machines,* SEWING MACHINES INSTRUCTION BOOK & SERVICE MANUS.,,B,N,
PFAFF2,Pfaff - Hobbylock,* HOBBYLOCK INSTRUCTION BOOKS.,,A,N,
PFAMB,"Ambition 1.0, 1.5, 2.0",,,A,N,
PFCR,"Creative1.5,2.0,3.0,4.0,4.5,5.","Creative: 1.5, 2.0, 3.0, 4.0, 4.5, 5.50",,A,N,
PFEXP,"Expression 2.0,3.0,3.2,3.5,4.0","Expression: 2.0, 3.0, 3.2, 3.5, 4.0",,A,N,
PFHL603A,HL603A,,,A,N,
PFHL604,HL604,,,A,N,
PFW*,Machine Parts- Singer 221,<center><a href="Images/Singer 221 Diagram.jpg"><img src="Images/Singer 221 Diagram.jpg" border=0 /></a></center>,,B,N,
PFW221,PFW221,,,A,N,
PIN,"SpoolPins,Spool Caps,Holders..",,,B,N,
PIN-1,Spool Pins- Twin Needle,,,A,N,
PIN-B,Bernina,,,A,N,
PIN-BBL,BabyLock,,,A,N,
PIN-BR,Brother,,,A,N,
PIN-E,Elna,,,A,N,
PIN-K,Kenmore,,,A,N,
PIN-NH,New Home,,,A,N,
PIN-PF,Pfaff,,,A,N,
PIN-S,Singer,,,A,N,
PIN-V,Husqvarna (Viking),,,A,N,
PIN-W,White,,,A,N,
PIN-Z,* Spool Holders For Sergers,,,A,N,
PIN-Z2,* Spool Felts & Accessories,,,A,N,
PIN-Z3,"* SpoolCaps,SpoolSeat,LeadOff",,,A,N,
PL,* Pulleys,,,B,N,
PL-M,Motor Pulleys,,,A,N,
PL-T,Timing Pulleys,,,A,N,
PROMOTION,"*Special Sale: Mar - Apr, 2022","<div class="alert alert-danger"><img src="https://i.imgur.com/OnIjPmA.png" /><h4>To search for parts by model number, click on "MODEL LIST - BOOKS & PARTS" in the blue line above.</h4></div>","<center><h3><font color="green">** Minimum Order $25.00, PD Sixty are not responsible for lost USPS shipments **</font></h3></center><center><a href="New60S.pdf" target="_blank"><b><font color="black"><h4>Download Monthly Sales Flyer</h4></font></b></a></center><img src="1C.jpg" id="f_img" name="f_img" />",A,Y,
PW*,"Machine Parts- PW200, PW400",,,B,N,
R1100,R1100,,,A,N,
R149,149,,,A,N,
R1900,1900,,,A,N,
R1925,R1925,,,A,N,
R1926,R1926,,,A,N,
R200,200,,,A,N,
R220,220,,,A,N,
R225,225,,,A,N,
R225I,225I,,,A,N,
R230,230,,,A,N,
R237,237,,,A,N,
R240,240,,,A,N,
R244,244,,,A,N,
R244I,244I,,,A,N,
R245,245,,,A,N,
R245I,245I,,,A,N,
R250,R250,,,A,N,
R255,255,,,A,N,
R255I,255I,,,A,N,
R2600,2600,,,A,N,
R2800,2800,,,A,N,
R2900,2900,,,A,N,
R2910,2910,,,A,N,
R2925,2925,,,A,N,
R2950,2950,,,A,N,
R3300,3300,,,A,N,
R340,340,,,A,N,
R3400,3400,,,A,N,
R3403DR,3403DR,,,A,N,
R343D,343D,,,A,N,
R3500,3500,,,A,N,
R3600,3600,,,A,N,
R3SR1,3SR1,,,A,N,
R4001,4001,,,A,N,
R4003,4003,,,A,N,
R410,410,,,A,N,
R414,414,,,A,N,
R420,420,,,A,N,
R430,430,,,A,N,
R440,440,,,A,N,
R469FA,469FA,,,A,N,
R500,500,,,A,N,
R500FA,500FA,,,A,N,
R515,515,,,A,N,
R525,525,,,A,N,
R550,550,,,A,N,
R551,R551,,,A,N,
R552,R552,,,A,N,
R555,555,,,A,N,
R555FA,555FA,,,A,N,
R555SU,555SU,,,A,N,
R564DE,564DE,,,A,N,
R570,570,,,A,N,
R571,571,,,A,N,
R572,572,,,A,N,
R581,581,,,A,N,
R591,591,,,A,N,
R600,600,,,A,N,
R601,601,,,A,N,
R606,606,,,A,N,
R608,608,,,A,N,
R613,613,,,A,N,
R624,624,,,A,N,
R634DE,634DE,,,A,N,
R651,651,,,A,N,
R666,666,,,A,N,
R666FA,666FA,,,A,N,
R666SU,666SU,,,A,N,
R693,693,,,A,N,
R700,R700,,,A,N,
R702,702,,,A,N,
R706,706,,,A,N,
R707,707,,,A,N,
R7500,7500,,,A,N,
R7610,R7610,,,A,N,
R7620,R7620,,,A,N,
R777,777,,,A,N,
R800R,800R,,,A,N,
R805,805,,,A,N,
R806,806,,,A,N,
R807,807,,,A,N,
R808,808,,,A,N,
R808E,808E,,,A,N,
R8400,8400,,,A,N,
R8500,8500,,,A,N,
R888,888,,,A,N,
R900,900,,,A,N,
R906E,906E,,,A,N,
R9150,9150,,,A,N,
R9160,9160,,,A,N,
R925,925,,,A,N,
R9600,9600,,,A,N,
R9700,9700,,,A,N,
R9800,9800,,,A,N,
R9900,9900,,,A,N,
RBH600,BH600,,,A,N,
RF,Rufflers,,,B,N,
RF-C,Commercial Rufflers & parts,,,A,N,
RICCAR,Riccar Sewing Machines, ,,B,N,
RICCAR2,Riccar Locks,,,A,N,
RL330,RL330  Riccarlock,,,A,N,
RL330F,RL330F     Sergers,,,A,N,
RL333,RL333     Riccarlock,,,A,N,
RL340,RL340     Riccarlock,,,A,N,
RL343,RL343     Riccarlock,,,A,N,
RL343D,RL343D    Riccarlock,,,A,N,
RL343DR,RL343DR   Riccarlock,,,A,N,
RL564DE,564DE   Sergers,,,A,N,
RL603,RL603     Sergers,,,A,N,
RL613,RL613  Riccarlock,,,A,N,
RL613E,RL613E    Sergers,,,A,N,
RL624,RL624  Riccarlock,,,A,N,
RL624E,RL624E    Sergers,,,A,N,
RL624ED,RL624ED   Sergers,,,A,N,
RL634DE,RL634DE  Riccarlock,,,A,N,
RL634E,RL634E    Sergers,,,A,N,
RL724E,RL724E    Sergers,,,A,N,
RL734DE,RL734DE   Sergers,,,A,N,
RL7390DE,RL7390DE  Sergers,,,A,N,
RL739DE,RL739DE  Riccarlock,,,A,N,
RL749L,RL749L    Sergers,,,A,N,
RR1500,R1500,,,A,N,
RR1570,R1570,,,A,N,
RR1570FB,R1570FB,,,A,N,
RR1800,R1800,,,A,N,
RR1850,R1850,,,A,N,
RR1934,R1934,,,A,N,
RR1950,R1950,,,A,N,
RR200,R200,,,A,N,
RR2050,R2050,,,A,N,
RR3100,R3100,,,A,N,
RR3200,R3200,,,A,N,
RR624E,R624E,,,A,N,
RR650,R650,,,A,N,
RR724E,R724E,,,A,N,
RR749L,R749L,,,A,N,
RR750,R750,,,A,N,
RR751,R751,,,A,N,
RR916,R916,,,A,N,
RR918,R918,,,A,N,
RRE570,RE570,,,A,N,
RRE571,RE571,,,A,N,
RRE580,RE580,,,A,N,
RRE581,RE581,,,A,N,
RRE591,RE591,,,A,N,
RRE640,RE640,,,A,N,
RREC5900,REC5900,,,A,N,
RREC6000,REC6000,,,A,N,
RRL6,RL6,,,A,N,
RRL7,RL7,,,A,N,
RRL8,RL8,,,A,N,
RRM540,RM540,,,A,N,
RRM570,RM570,,,A,N,
RRM571,RM571,,,A,N,
RS02,S02,,,A,N,
RS10,S10,,,A,N,
RSW2145,SW2145,,,A,N,
RSZ702,SZ702,,,A,N,
RZ108B,RZ108B,,,A,N,
SBAP,Alphasew,,,B,N,
SBSK,Sulky,,,B,N,
SCHMETZ,Schmetz Needle,* Please order by the quantity of Needles - (By Pack)* The price is counted by: NDL (Per Needle),"* Conversion Table:____________________________________________________U.S.A:  9",  10",  11",  12",  14",  16",  18",  19",  20",  21",  22" ____________________________________________________Metric: 65,  70,  75,  80,  90,  100,  110,  120,  125,  130,  150____________________________________________________",B,N,
SCHMETZ-C,SCHMETZ- CARDED,"* Please order by the quentity of card, the Unit of Measure is " Card".",,A,N,
SCHMETZ100,SCHMETZ BOX/100,* Sold By Box of 100 Pcs- Universal Box- Elna Chrome Finished box- Embroidery box- Quilting Box,,A,N,
SCP,"Misc.-Screw,Nut,Spring,Washer",,,B,N,
SCP-FT,* Screw For Presser Foot,,,A,N,
SCP-LP,* Screw For Looper & Knife,,,A,N,
SCP-NDB,"* Screw For Bar, Guard, Guide",,,A,N,
SCP-NUT,Misc.- Nuts,,,A,N,
SIMFA653,FA653,,,A,N,
SIMFA693,FA693,,,A,N,
SIMFA793,FA793,,,A,N,
SIMPLICIT2,Simplicity - Sergers,,,A,N,
SIMPLICITY,Simplicity Sewing Machines,,,B,N,
SIMS02,S02,,,A,N,
SIMS07,S07,,,A,N,
SIMS10,S10,,,A,N,
SIMS110,S110,,,A,N,
SIMS210,S210,,,A,N,
SIMSA02,SA02,,,A,N,
SIMSA1100,SA1100,,,A,N,
